x,y,z,qw,qx,qy,qz
0.14672690629959106,-0.22231826186180115,-0.06648475676774979,0.9998165647826255,-0.005528147644712699,-0.0013725423149471175,0.018286291235760758
0.14673201739788055,-0.22225800156593323,-0.0657816156744957,0.9998180179113411,-0.005405280460996984,-0.0013225208250089038,0.018247451246204357
0.146772563457489,-0.22224994003772736,-0.06546624004840851,0.9998164306475606,-0.005529929402069851,-0.0013085278159036997,0.018297721252139704
0.14681796729564667,-0.22220711410045624,-0.06485950201749802,0.9998174143042848,-0.005442694797888135,-0.0012890635717489728,0.01827133828215831
0.14673137664794922,-0.22212442755699158,-0.06453169137239456,0.9998176527663752,-0.005510622585209695,-0.0013120261828035585,0.01823641227315333
0.14673785865306854,-0.22214917838573456,-0.06386620551347733,0.9998168852163186,-0.005392634113267025,-0.0012463686834276475,0.01831840139578952
0.1467505246400833,-0.2221379429101944,-0.06355864554643631,0.9998174292081672,-0.00539375083333318,-0.0012385574395201073,0.018288674950772497
0.14681145548820496,-0.22212350368499756,-0.06294987350702286,0.9998174813717535,-0.005344803410831062,-0.0012459751996995504,0.018299768073334804
0.1467488706111908,-0.22210809588432312,-0.06262972950935364,0.9998167212735116,-0.0053397913827443085,-0.0012000281441765857,0.018346067887459953
0.14681531488895416,-0.22210803627967834,-0.062054459005594254,0.9998155215094247,-0.005323740689685392,-0.0012091221340542477,0.018414970188508354
0.1469050496816635,-0.22210215032100677,-0.06174221634864807,0.9998161549254264,-0.005294777173898334,-0.0011732585064569883,0.018391374961361156
0.14684763550758362,-0.22204624116420746,-0.06108041852712631,0.9998157227121981,-0.005356474654238631,-0.0010966517639825093,0.018401804469242923
0.14692409336566925,-0.22206608951091766,-0.06081372871994972,0.9998154320859568,-0.0052665869921420414,-0.001053566969091949,0.018446053943972526
0.1468467116355896,-0.22203542292118073,-0.06015323847532272,0.9998157003563364,-0.005249629123456581,-0.0010480131176884462,0.018436480685608075
0.14689072966575623,-0.2220621407032013,-0.05983871966600418,0.9998152830468259,-0.0052591577102388525,-0.000996358247724551,0.018459734760920853
0.1470138132572174,-0.22207261621952057,-0.05925029143691063,0.9998147912175364,-0.005274698567016975,-0.0009609917029511916,0.018483197025160145
0.14700789749622345,-0.2220793515443802,-0.058922406286001205,0.9998154618937802,-0.005176621701892033,-0.0009046989844560583,0.018477588207850174
0.1470743715763092,-0.22207340598106384,-0.058000534772872925,0.9998145080429871,-0.005236562312197631,-0.0009261340506432979,0.018511488048189133
0.14707347750663757,-0.22210831940174103,-0.057046473026275635,0.9998137628464218,-0.005216044891379762,-0.0008393122933809677,0.018561003408746474
0.14704598486423492,-0.22212418913841248,-0.05641525238752365,0.9998124662030742,-0.0051988389838454685,-0.0008306040571313889,0.018636640838994384
0.147105410695076,-0.22211594879627228,-0.05610295757651329,0.9998125854347165,-0.005145150128334017,-0.0008111317087649933,0.01864607654563195
0.14719979465007782,-0.2220918834209442,-0.055208127945661545,0.9998106330147822,-0.005177676476017483,-0.0007563609786562991,0.01874347136682082
0.14721377193927765,-0.22209793329238892,-0.054611481726169586,0.9998109907103226,-0.005078998178574051,-0.0007409773573882124,0.01875194688768133
0.1472156047821045,-0.22212354838848114,-0.05427508056163788,0.999810364743043,-0.005055535961620045,-0.0006712129543688302,0.018794164857657922
0.14730477333068848,-0.22211875021457672,-0.05343323573470116,0.9998076969257184,-0.005049757373857318,-0.0007111277886725093,0.018935656088629994
0.1473456174135208,-0.22210383415222168,-0.052816737443208694,0.9998068324917623,-0.004996973492604785,-0.0006381041956956132,0.01899750000805744
0.14737626910209656,-0.2221401333808899,-0.05252419412136078,0.9998048278963497,-0.00504288897873657,-0.0006337721167182783,0.019091038781267552
0.14741107821464539,-0.22211365401744843,-0.051613468676805496,0.9998027115161623,-0.005108536851212537,-0.0005772366700924306,0.01918588418342344
0.14745822548866272,-0.22205200791358948,-0.05100693926215172,0.999801459570844,-0.005087278328750549,-0.0005267901478671811,0.01925834782140065
0.14745567739009857,-0.22209447622299194,-0.05005105957388878,0.9997996710748126,-0.005003524726165179,-0.00044673879207542534,0.019374619713653323
0.14744554460048676,-0.2220873385667801,-0.04972593113780022,0.9997996636227391,-0.005009698340614629,-0.00042024179817912443,0.01937412802121113
0.14746513962745667,-0.22205577790737152,-0.0491102896630764,0.9997985681673317,-0.005057633290233495,-0.00039887278854246736,0.019418753683896346
0.14751605689525604,-0.2220364212989807,-0.0488458015024662,0.9997985905235766,-0.00500328561239439,-0.0004271975156101708,0.019431231760178292
0.14761430025100708,-0.22209008038043976,-0.047942616045475006,0.9997946260083493,-0.004867234095805111,-0.0003544260701691105,0.019669534171942175
0.14755524694919586,-0.22217555344104767,-0.047315552830696106,0.9997913396219676,-0.004905390124563401,-0.0003380274427227563,0.01982687055906406
0.1475803405046463,-0.2221589833498001,-0.04700349271297455,0.9997910042758111,-0.0048421859951802365,-0.0003654332304740623,0.019858684797601535
0.147646963596344,-0.22212496399879456,-0.04615085944533348,0.9997901621838555,-0.004840018705045253,-0.00034307384493803214,0.019901974263088342
0.1476135402917862,-0.22212877869606018,-0.04555172845721245,0.9997891188831037,-0.004823123206227497,-0.00030500141249898945,0.01995870404577043
0.14754419028759003,-0.22216804325580597,-0.04460565000772476,0.9997859666177896,-0.004768099438747275,-0.00023554665650508917,0.020130289974326632
0.14755864441394806,-0.22218109667301178,-0.04424576833844185,0.9997857505046736,-0.004710435522072059,-0.0002008625025535686,0.020155158514980245
0.14756236970424652,-0.22215989232063293,-0.04364882409572601,0.9997839321717779,-0.0046950609042544405,-0.0001956261610111664,0.020248524545914248
0.14770452678203583,-0.22207136452198029,-0.042741984128952026,0.9997827994381382,-0.004728802795289119,-0.00012267941349647092,0.020296889903414224
0.14758893847465515,-0.2221539318561554,-0.04242338240146637,0.9997809065777448,-0.004723823888681172,-0.0001255315037339334,0.020391413080742885
0.14762696623802185,-0.22212336957454681,-0.04183357581496239,0.9997795428217757,-0.004731655632676437,-0.00013975727824593214,0.020456077756253504
0.14765462279319763,-0.2221543788909912,-0.0409027561545372,0.9997762489335658,-0.004691133786935398,-3.766317038425284e-05,0.02062665444970668
0.1477215439081192,-0.22215710580348969,-0.04060680419206619,0.9997750267641392,-0.0047221995978771044,-3.446629635328028e-05,0.020678653569111374
0.14772608876228333,-0.22209815680980682,-0.03972276300191879,0.9997741026838249,-0.0045567064115121,-2.6174177998320555e-05,0.02075977008255162
0.14767350256443024,-0.22207747399806976,-0.0387132503092289,0.9997717775747397,-0.004577405939168902,4.800968165322264e-05,0.020867315658059188
0.1477460414171219,-0.22205887734889984,-0.03820699080824852,0.9997681408548145,-0.004767741972652986,4.693982960496194e-05,0.020998507479687723
0.14776892960071564,-0.2220677137374878,-0.037287164479494095,0.9997664864409624,-0.004390943754191505,6.588172908912845e-05,0.021158830470270437
0.1477982997894287,-0.22207362949848175,-0.03704216703772545,0.9997650928559988,-0.004395760354573851,7.876328821030479e-05,0.02122310278496009
0.14768004417419434,-0.22204957902431488,-0.036157988011837006,0.9997616573254116,-0.0043809308309468945,0.00012731721364437089,0.021387105207745484
0.14772841334342957,-0.2220132201910019,-0.035627882927656174,0.9997589744733597,-0.004360566857424156,0.00019087296761027,0.02151601792125035
0.14776511490345,-0.221993550658226,-0.03536926209926605,0.9997585944020702,-0.004362687319837884,0.00017995029692842603,0.02153339014541402
0.14782482385635376,-0.22202737629413605,-0.03486084192991257,0.9997564853764066,-0.004280069952597074,0.00018853606888754722,0.021647623035816986
0.14778739213943481,-0.22210559248924255,-0.034045517444610596,0.9997512835909098,-0.004253448838538406,0.000306578403022782,0.021890168942008736
0.14781400561332703,-0.22210747003555298,-0.033824820071458817,0.9997487944748086,-0.004319242694236805,0.0003120950657075764,0.021990796155093258
0.1479121595621109,-0.22213344275951385,-0.03323497995734215,0.999746841930296,-0.004179545781495858,0.00034822124823083195,0.022105504628186667
0.14795522391796112,-0.22209984064102173,-0.03252267464995384,0.9997427058024168,-0.004263486119756911,0.0003630825625050158,0.02227601794591321
0.14803268015384674,-0.22217226028442383,-0.03224270045757294,0.9997411482291044,-0.004161115773398575,0.0003524047589106907,0.022365361664452413
0.14808808267116547,-0.22215528786182404,-0.03143491595983505,0.9997360357943836,-0.0040785008734897776,0.0003863957102012309,0.022606990752738785
0.1481088250875473,-0.2221604436635971,-0.031193703413009644,0.9997336435236767,-0.004116967734790853,0.0004071378090979982,0.02270532183223202
0.14811989665031433,-0.22216014564037323,-0.030615778639912605,0.9997303047686966,-0.004195590477329893,0.00043653566467485264,0.022836872535936456
0.14808805286884308,-0.22219735383987427,-0.030242688953876495,0.9997287099130522,-0.004099365907622673,0.0004966738990071247,0.0229229194517959
0.14814889430999756,-0.22212807834148407,-0.029425160959362984,0.9997263474352955,-0.004006815917372607,0.0004885339877971893,0.0230418857634789
0.14826200902462006,-0.22214271128177643,-0.02881980873644352,0.9997233961934093,-0.0039674465878911675,0.0005209311623970577,0.02317584795111267
0.14820607006549835,-0.2220681756734848,-0.027912674471735954,0.9997190736516894,-0.003951851786987401,0.0005192643214207006,0.023364165446003806
0.14824330806732178,-0.2218729555606842,-0.02759580686688423,0.9997202735315235,-0.0040510895298598495,0.0006043727284032794,0.023293754432831448
0.14841824769973755,-0.22196485102176666,-0.026837576180696487,0.9997150641049026,-0.004090062663709378,0.0006208162519472685,0.023508962719173958
0.14836575090885162,-0.22193187475204468,-0.026219557970762253,0.9997130891363548,-0.0040094253387519254,0.0007189031189172956,0.023603805882717606
0.14829882979393005,-0.22193148732185364,-0.02532164566218853,0.9997092509787725,-0.003856246712885154,0.0007126285695232548,0.023791452347172188
0.14827080070972443,-0.22187493741512299,-0.025038251653313637,0.9997095192776457,-0.003830911001306037,0.0007149522374689342,0.023784153450649506
0.1483459174633026,-0.22188696265220642,-0.024366363883018494,0.9997082895738859,-0.0037127725508757543,0.0007822970230055307,0.023852336284669717
0.1483038067817688,-0.2219734489917755,-0.02355869486927986,0.9997025285779473,-0.0038699152227256108,0.0007911314660026736,0.024067596878042056
